nomor_struk,tgl_transaksi,kode_produk,nama_produk,jumlah_terjual,harga,total_nilai
INV-00007618,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00007618,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007618,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007619,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007619,26-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00007620,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007620,26-02-2025,LED15W,Lampu LED Rumah 15W,5,63000,315000
INV-00007620,26-02-2025,KCPMNB,Kecap Manis Botol Besar,2,31500,63000
INV-00007620,26-02-2025,TRMS50,Termos Air Panas 500ml,2,81000,162000
INV-00007620,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007620,26-02-2025,CLglass,Pembersih Kaca Cair,4,27500,110000
INV-00007620,26-02-2025,KBLCHG,Kabel Data Fast Charge,2,59000,118000
INV-00007620,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00007620,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007621,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007621,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007621,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007621,26-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00007621,26-02-2025,KSETAS,Keset Kaki Anti-Slip,2,70000,140000
INV-00007621,26-02-2025,KIPASM,Kipas Angin Meja Kecil,2,49500,99000
INV-00007621,26-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00007621,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007621,26-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00007621,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007622,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00007622,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007622,26-02-2025,MIEIN5,Mi Instan (Isi 5),6,19000,114000
INV-00007622,26-02-2025,KSETAS,Keset Kaki Anti-Slip,3,70000,210000
INV-00007622,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007622,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007622,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007622,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007622,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007623,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007623,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007623,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007623,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007623,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007623,26-02-2025,STRIKA,Setrika Listrik Standar,2,99500,199000
INV-00007623,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007623,26-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00007623,26-02-2025,MIEIN5,Mi Instan (Isi 5),2,19000,38000
INV-00007623,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007624,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007624,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007624,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007625,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007625,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007625,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),3,16500,49500
INV-00007625,26-02-2025,VITC30,Vitamin C (Botol Isi 30),5,58000,290000
INV-00007625,26-02-2025,MARGRN,Margarin Serbaguna,5,18000,90000
INV-00007625,26-02-2025,GRMDAP,Garam Dapur (3 Pack),5,10500,52500
INV-00007625,26-02-2025,CLglass,Pembersih Kaca Cair,1,27500,27500
INV-00007625,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00007626,26-02-2025,KIPASM,Kipas Angin Meja Kecil,1,49500,49500
INV-00007626,26-02-2025,GRMDAP,Garam Dapur (3 Pack),7,10500,73500
INV-00007626,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,1,23500,23500
INV-00007626,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007627,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007627,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007627,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007627,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,6,27500,165000
INV-00007627,26-02-2025,MARGRN,Margarin Serbaguna,6,18000,108000
INV-00007627,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007627,26-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00007627,26-02-2025,HNDKMD,Handuk Mandi Sedang,1,42000,42000
INV-00007627,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00007627,26-02-2025,BATAA4,Baterai AA (Isi 4),4,15500,62000
INV-00007628,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007628,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007628,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007629,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007629,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007629,26-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00007629,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007629,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007629,26-02-2025,BANTAL,Bantal Tidur Silikon,2,66500,133000
INV-00007629,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007629,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00007629,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007630,26-02-2025,BRS5KG,Beras Premium 5kg,1,58500,58500
INV-00007630,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007630,26-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00007630,26-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00007630,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007630,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00007630,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007631,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007631,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007631,26-02-2025,SLCOKA,Selai Coklat Kacang,2,58500,117000
INV-00007631,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007632,26-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00007632,26-02-2025,MIEIN5,Mi Instan (Isi 5),1,19000,19000
INV-00007632,26-02-2025,MGR1L,Minyak Goreng Refill 1L,4,17500,70000
INV-00007632,26-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00007632,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007632,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007632,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007632,26-02-2025,MARGRN,Margarin Serbaguna,6,18000,108000
INV-00007632,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007632,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007633,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007633,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007633,26-02-2025,MSKMED,Masker Medis (1 Box),2,52500,105000
INV-00007633,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007633,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007633,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007634,26-02-2025,BATAA4,Baterai AA (Isi 4),6,15500,93000
INV-00007634,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007634,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007634,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007634,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007635,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007635,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007635,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,2,23500,47000
INV-00007635,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007635,26-02-2025,MIEIN5,Mi Instan (Isi 5),7,19000,133000
INV-00007635,26-02-2025,TISWJH,Tisu Wajah Pack Ganda,1,32500,32500
INV-00007635,26-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00007636,26-02-2025,BATAA4,Baterai AA (Isi 4),7,15500,108500
INV-00007636,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007636,26-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00007636,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007636,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007636,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007636,26-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00007636,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007636,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007636,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007637,26-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00007637,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007637,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,1,58500,58500
INV-00007637,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007637,26-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00007637,26-02-2025,MIEIN5,Mi Instan (Isi 5),1,19000,19000
INV-00007637,26-02-2025,GRMDAP,Garam Dapur (3 Pack),6,10500,63000
INV-00007637,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007638,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007638,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,5,27500,137500
INV-00007638,26-02-2025,BANTAL,Bantal Tidur Silikon,1,66500,66500
INV-00007638,26-02-2025,SNKKPT,Snack Keripik Kentang,2,20500,41000
INV-00007638,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007639,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007639,26-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00007640,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007640,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007640,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007640,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007641,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007641,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007641,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007641,26-02-2025,MGR1L,Minyak Goreng Refill 1L,4,17500,70000
INV-00007641,26-02-2025,MARGRN,Margarin Serbaguna,3,18000,54000
INV-00007641,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,2,27500,55000
INV-00007641,26-02-2025,JASHJN,Jas Hujan Plastik,5,70500,352500
INV-00007642,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007642,26-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00007642,26-02-2025,PSUDAP,Pisau Dapur Stainless,3,55000,165000
INV-00007642,26-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00007642,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007642,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00007643,26-02-2025,MIEIN5,Mi Instan (Isi 5),7,19000,133000
INV-00007643,26-02-2025,KCPMNB,Kecap Manis Botol Besar,1,31500,31500
INV-00007643,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007643,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007643,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007643,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007643,26-02-2025,TISWJH,Tisu Wajah Pack Ganda,4,32500,130000
INV-00007643,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007643,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),2,11000,22000
INV-00007643,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007644,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007644,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007644,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007644,26-02-2025,SLCOKA,Selai Coklat Kacang,3,58500,175500
INV-00007644,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007644,26-02-2025,SPKBT,Speaker Bluetooth Portabel,3,98500,295500
INV-00007644,26-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00007645,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007645,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00007645,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007645,26-02-2025,CPDSNT,Celana Pendek Santai,3,67000,201000
INV-00007645,26-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00007645,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007645,26-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00007645,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007645,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007646,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007646,26-02-2025,MIEIN5,Mi Instan (Isi 5),2,19000,38000
INV-00007646,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007646,26-02-2025,MARGRN,Margarin Serbaguna,2,18000,36000
INV-00007647,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007647,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007648,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,5,35000,175000
INV-00007648,26-02-2025,LED15W,Lampu LED Rumah 15W,1,63000,63000
INV-00007648,26-02-2025,KCPMNB,Kecap Manis Botol Besar,3,31500,94500
INV-00007649,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007649,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007649,26-02-2025,DEOSPR,Deodoran Spray,5,49500,247500
INV-00007649,26-02-2025,ALMAKS,Set Alat Makan Stainless,7,64500,451500
INV-00007649,26-02-2025,GULP2K,Gula Pasir 2kg,1,44500,44500
INV-00007649,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007650,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007650,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007650,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007650,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,1,15000,15000
INV-00007650,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,1,35000,35000
INV-00007650,26-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00007651,26-02-2025,TISWJH,Tisu Wajah Pack Ganda,3,32500,97500
INV-00007651,26-02-2025,MSKMED,Masker Medis (1 Box),3,52500,157500
INV-00007651,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007651,26-02-2025,HDPCON,Headphone Kabel Standar,6,97500,585000
INV-00007651,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007651,26-02-2025,MARGRN,Margarin Serbaguna,1,18000,18000
INV-00007651,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007651,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007651,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00007652,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007652,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007652,26-02-2025,BATAA4,Baterai AA (Isi 4),2,15500,31000
INV-00007652,26-02-2025,HNDKMD,Handuk Mandi Sedang,2,42000,84000
INV-00007652,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007652,26-02-2025,SPONCP,Spons Cuci Piring,3,26500,79500
INV-00007652,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007652,26-02-2025,MIEIN5,Mi Instan (Isi 5),4,19000,76000
INV-00007653,26-02-2025,TISWJH,Tisu Wajah Pack Ganda,2,32500,65000
INV-00007653,26-02-2025,MSKMED,Masker Medis (1 Box),1,52500,52500
INV-00007653,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,2,35000,70000
INV-00007653,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),1,16500,16500
INV-00007653,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007654,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007654,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007654,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007654,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007654,26-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00007654,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007654,26-02-2025,STRIKA,Setrika Listrik Standar,1,99500,99500
INV-00007654,26-02-2025,PMTPAK,Pemutih Pakaian 1L,3,31000,93000
INV-00007655,26-02-2025,BATAA4,Baterai AA (Isi 4),1,15500,15500
INV-00007655,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007655,26-02-2025,MARGRN,Margarin Serbaguna,4,18000,72000
INV-00007655,26-02-2025,BTLPLT,Botol Minum Plastik,2,47000,94000
INV-00007655,26-02-2025,CPL2L,Cairan Pembersih Lantai 2L,7,27500,192500
INV-00007655,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00007655,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007655,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007655,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007656,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007656,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007656,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007656,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007656,26-02-2025,SNKKPT,Snack Keripik Kentang,1,20500,20500
INV-00007657,26-02-2025,MGR1L,Minyak Goreng Refill 1L,1,17500,17500
INV-00007657,26-02-2025,SHPSAC,Shampo Sachet,2,17500,35000
INV-00007657,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007658,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007658,26-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00007658,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007658,26-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00007658,26-02-2025,PSUDAP,Pisau Dapur Stainless,4,55000,220000
INV-00007658,26-02-2025,PMTPAK,Pemutih Pakaian 1L,2,31000,62000
INV-00007659,26-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00007659,26-02-2025,PSUDAP,Pisau Dapur Stainless,2,55000,110000
INV-00007659,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007659,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007659,26-02-2025,SACTAN,Sabun Cuci Tangan Reffil,2,15000,30000
INV-00007659,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,4,35000,140000
INV-00007659,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007660,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007660,26-02-2025,MGR1L,Minyak Goreng Refill 1L,4,17500,70000
INV-00007661,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),4,16500,66000
INV-00007661,26-02-2025,SCC15L,Sabun Cuci Cair 1.5L,3,35000,105000
INV-00007661,26-02-2025,BTLPLT,Botol Minum Plastik,4,47000,188000
INV-00007661,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007661,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00007661,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007661,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007661,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007661,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007662,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007662,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007662,26-02-2025,PANTEF,Panci Teflon Kecil,1,81500,81500
INV-00007662,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007662,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007663,26-02-2025,MARGRN,Margarin Serbaguna,7,18000,126000
INV-00007663,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007663,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007664,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007664,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007664,26-02-2025,MGR1L,Minyak Goreng Refill 1L,2,17500,35000
INV-00007664,26-02-2025,TLR05K,Telur Ayam (Setengah Kg),2,16500,33000
INV-00007665,26-02-2025,PHRUMH,Pengharum Ruangan,2,54000,108000
INV-00007665,26-02-2025,CPDSNT,Celana Pendek Santai,1,67000,67000
INV-00007665,26-02-2025,SPKBT,Speaker Bluetooth Portabel,2,98500,197000
INV-00007665,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007665,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007665,26-02-2025,KBLCHG,Kabel Data Fast Charge,3,59000,177000
INV-00007666,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007666,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007666,26-02-2025,TEKOLT,Teko Listrik,1,89000,89000
INV-00007666,26-02-2025,SNKKPT,Snack Keripik Kentang,4,20500,82000
INV-00007666,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007666,26-02-2025,PHRUMH,Pengharum Ruangan,1,54000,54000
INV-00007667,26-02-2025,LED15W,Lampu LED Rumah 15W,3,63000,189000
INV-00007667,26-02-2025,BATAA4,Baterai AA (Isi 4),5,15500,77500
INV-00007667,26-02-2025,PSGIGI,Pasta Gigi Pack Besar,3,23500,70500
INV-00007667,26-02-2025,SMBAT3,Sabun Mandi Batang (Isi 3),1,11000,11000
INV-00007667,26-02-2025,DTG800,Deterjen Bubuk 800g,2,28500,57000
INV-00007667,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),1,25000,25000
INV-00007668,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007668,26-02-2025,KBLCHG,Kabel Data Fast Charge,1,59000,59000
INV-00007668,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007668,26-02-2025,SHPSAC,Shampo Sachet,1,17500,17500
INV-00007668,26-02-2025,GRMDAP,Garam Dapur (3 Pack),1,10500,10500
INV-00007668,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007668,26-02-2025,PMTPAK,Pemutih Pakaian 1L,1,31000,31000
INV-00007668,26-02-2025,MADUHA,Madu Hutan Asli,2,36000,72000
INV-00007669,26-02-2025,GRMDAP,Garam Dapur (3 Pack),4,10500,42000
INV-00007669,26-02-2025,TEKOLT,Teko Listrik,2,89000,178000
INV-00007669,26-02-2025,KSKK3P,Kaos Kaki (3 Pasang),2,25000,50000
INV-00007669,26-02-2025,MSWRLS,Mouse Wireless,2,75000,150000
INV-00007669,26-02-2025,DTG800,Deterjen Bubuk 800g,1,28500,28500
INV-00007670,26-02-2025,KIPASM,Kipas Angin Meja Kecil,5,49500,247500
INV-00007670,26-02-2025,AMGALN,Air Mineral Galon,2,15500,31000
INV-00007671,26-02-2025,AMGALN,Air Mineral Galon,1,15500,15500
INV-00007671,26-02-2025,KOPIAR,Kopi Bubuk Arabika 250g,2,58500,117000
INV-00007671,26-02-2025,MSWRLS,Mouse Wireless,1,75000,75000
INV-00007672,26-02-2025,BRS5KG,Beras Premium 5kg,3,58500,175500
INV-00007673,26-02-2025,BATAA4,Baterai AA (Isi 4),7,15500,108500
INV-00007673,26-02-2025,MGR1L,Minyak Goreng Refill 1L,3,17500,52500
INV-00007673,26-02-2025,MADUHA,Madu Hutan Asli,1,36000,36000
INV-00007673,26-02-2025,SPONCP,Spons Cuci Piring,4,26500,106000
